Transect No.,County,Site,Site function,Transect type,Drag round,Year,Date,Habitat type CONCAT,Temp (F),RH (%),Longitude Start,Latitude Start,GPS Start,GPS End,Start Time,End Time,Collectors,Amblyomma americanum ADULT,Amblyomma americanum NYMPH,Amblyomma americanum LARVA,Amblyomma maculatum ADULT,Amblyomma maculatum NYMPH,Amblyomma maculatum LARVA,Dermacentor albipictus ADULT,Dermacentor albipictus NYMPH,Dermacentor albipictus LARVA,Dermacentor variabilis ADULT,Dermacentor variabilis NYMPH,Dermacentor variabilis LARVA,Haemaphysalis leporispalustris ADULT,Haemaphysalis leporispalustris NYMPH,Haemaphysalis leporispalustris LARVA,Haemaphysalis longicornis ADULT,Haemaphysalis longicornis NYMPH,Haemaphysalis longicornis LARVA,Ixodes scapularis ADULT,Ixodes scapularis NYMPH,Ixodes scapularis LARVA,Rhipicephalus sanguineus ADULT,Rhipicephalus sanguineus NYMPH,Rhipicephalus sanguineus LARVA,Unknown ADULT,Unknown NYMPH,Unknown LARVA,Unknown UNKNOWN,Total,Overall Notes
23-5077,Suffolk,Glacier Ridge Bike Trail,,Interior,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",76.3,47.9,-73.0156373,40.8465047,"40.8465047, -73.0156373","40.8472419, -73.0156380",11:20 AM,11:46 AM,JM,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,55,
23-9041,Suffolk,Glacier Ridge Bike Trail,,Trail,1,2023,Jun/15/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80,41.4,-73.015934,40.8475704,"40.8475704, -73.0159340","40.8481976, -73.0154136",11:20 AM,11:43 AM,MM,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,
23-1148,Suffolk,Glacier Ridge Bike Trail,,Trail,2,2023,Jul/13/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",83.7,66.8,-73.01429512,40.84676586,"40.84676586474, -73.0142951204525",,1:51 PM,,Lee,7,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,130,NA
23-1149,Suffolk,Glacier Ridge Bike Trail,,Interior,2,2023,Jul/13/2023,"Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous",83.7,66.8,-73.01467024,40.84777398,"40.8477739759981, -73.0146702423655",,2:27 PM,,Lee,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,NA
23-1150,Suffolk,Glacier Ridge Bike Trail,,Edge,2,2023,Jul/13/2023,"Maintained grass and Unmaintained herbaceous, Unmaintained herbaceous and Maintained grass, Unmaintained herbaceous and Maintained grass, Unmaintained herbaceous and Maintained grass, Unmaintained herbaceous and Maintained grass, Unmaintained herbaceous and Maintained grass, Maintained grass and Leaf Litter, Maintained grass and Leaf Litter, Leaf Litter and Maintained grass, Leaf Litter and Maintained grass",83.7,66.8,-73.01423133,40.84607551,"40.8460755061783, -73.0142313337301",,2:49 PM,,Lee,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,NA
23-4165,Suffolk,Glacier Ridge Bike Trail,,Trail,2,2023,Jul/13/2023,"Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter",82.8,66,-73.01588538,40.84675905,"40.8467590492129, -73.0158853815313",,2:00 PM,,Poulos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,NA
23-4166,Suffolk,Glacier Ridge Bike Trail,,Interior,2,2023,Jul/13/2023,"Leaf Litter and Unmaintained herbaceous, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter",82.8,66,-73.01566735,40.84732097,"40.8473209690893, -73.0156673474382",,2:17 PM,,Poulos,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,NA
23-4167,Suffolk,Glacier Ridge Bike Trail,Park,Edge,2,2023,Jul/13/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter",82.8,66,-73.01629,40.84587,"40.84587, -73.01629","40.84608, -73.01705",10:41 AM,10:55 AM,KP,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,wind 0.8mph
23-5166,Suffolk,Glacier Ridge Bike Trail,Bike Trail,Trail,2,2023,Jul/13/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",82.4,69.1,-73.0157915,40.8480018,"40.8480018, -73.0157915","40.8491618, -73.0159548",10:08 AM,10:31 AM,JM,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,
23-5167,Suffolk,Glacier Ridge Bike Trail,Bike Trail,Interior,2,2023,Jul/13/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",82.4,69.1,-73.015769,40.8491598,"40.8491598, -73.0157690","40.8481824, -73.0157949",10:37 AM,10:51 AM,JM,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0.0mph wind
23-1023,Suffolk,Good Ground Park,,Interior,1,2023,Jun/05/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",63,63.5,-72.5288184,40.8795754,"40.8795754, -72.5288184","40.8802233, -72.5291221",8:57 AM,9:25 AM,SJL,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,
23-1024,Suffolk,Good Ground Park,,Interior,1,2023,Jun/05/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",63,63.5,-72.5282001,40.8807217,"40.8807217, -72.5282001","40.88092551, -72.5272727",9:35 AM,10:10 AM,SJL,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,
23-1025,Suffolk,Good Ground Park,,Edge,1,2023,Jun/05/2023,"Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter",67,51.7,-72.527274,40.879928,"40.879928, -72.527274","40.8797196, -72.5262428",10:19 AM,10:47 AM,SJL,9,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,111,
23-5018,Suffolk,Good Ground Park,,Trail,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",63.1,62.3,-72.52885,40.87948,"40.87948, -72.52885","40.87917, -72.52980",9:03 AM,9:30 AM,JM,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,29,
23-5019,Suffolk,Good Ground Park,,Trail,1,2023,Jun/05/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",63.1,62.3,-72.5284,40.88074,"40.88074, -72.52840","40.88101, -72.52743",9:34 AM,10:05 AM,JM,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,48,
23-5020,Suffolk,Good Ground Park,,Edge,1,2023,Jun/05/2023,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass",63.1,62.3,-72.52804,40.88011,"40.88011, -72.52804","40.88007, -72.52732",10:17 AM,10:39 AM,JM,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,
23-1127,Suffolk,Good Ground Park,,Edge,1,2023,Jun/05/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",85.7,61.1,-72.52831727,40.87979716,"40.879797161376, -72.5283172727205",,5:27 PM,,Lee,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,NA
23-1128,Suffolk,Good Ground Park,,Edge,1,2023,Jun/05/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous, Unmaintained herbaceous",85.7,61.1,-72.52758675,40.8801773,"40.8801773026806, -72.5275867480455",,5:47 PM,,Lee,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NA
23-3136A,Suffolk,Good Ground Park,Park,Trail,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",88.7,63,-72.5291979,40.8802831,"40.8802831, -72.5291979","40.8808981, -72.5286179",1:40 PM,1:55 PM,Alexis Angulo,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
23-3137,Suffolk,Good Ground Park,Park,Interior,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",88.7,63,-72.5285719,40.8809917,"40.8809917, -72.5285719","40.8805780, -72.5290423",1:54 PM,2:13 PM,Alexis Angulo,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,22,
23-4136,Suffolk,Good Ground Park,Park,Trail,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85.6,62.1,-72.52886,40.87953,"40.87953, -72.52886","40.88017, -72.52907",1:28 PM,1:46 PM,KP,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0.8mph
23-4137,Suffolk,Good Ground Park,Park,Interior,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85.6,62.1,-72.52909,40.88011,"40.88011, -72.52909","40.87954, -72.52901",1:49 PM,2:05 PM,KP,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,13,0.8mph wind
23-5145,Suffolk,Good Ground Park,Park,Trail,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",87.6,59.6,-72.5289458,40.8813465,"40.8813465, -72.5289458","40.8823192, -72.5282658",1:33 PM,1:52 PM,JM,5,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,40,1.5mph wind
23-5146,Suffolk,Good Ground Park,Park,Interior,2,2023,Jul/06/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",87.6,59.6,-72.5281545,40.882289,"40.8822890, -72.5281545","40.8816827, -72.5282853",1:56 PM,2:05 PM,JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1.5mph wind
23-0027,Nassau,Harrison Williams Woods,Preserve,Trail,1,2023,Jun/15/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",70,59,,,,,2:32 PM,2:49 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
23-0028A,Nassau,Harrison Williams Woods,Preserve,Interior,1,2023,Jun/15/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous",70,59,,,,,2:49 PM,3:06 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-3060,Nassau,Harrison Williams Woods,Preserve,Trail,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70,59,-73.5657125,40.9076778,"40.9076778, -73.5657125","40.9068304, -73.5651585",10:39 AM,11:00 AM,Alexis Angulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-3061,Nassau,Harrison Williams Woods,Preserve,Interior,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70,59,-73.5652601,40.9069229,"40.9069229, -73.5652601","40.9074631, -73.5657289",11:02 AM,11:15 AM,Alexis Angulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6060,Nassau,Harrison Williams Woods,Preserve,Trail,1,2023,Jun/15/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70,59.9,-73.5650258,40.907497,"40.907497, -73.5650258","40.9087856, -73.5650932",10:39 AM,10:59 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6061,Nassau,Harrison Williams Woods,Preserve,Interior,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",70,59.9,-73.5648575,40.9088986,"40.9088986, -73.5648575","40.9080776, -73.5648622",10:59 AM,11:14 AM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
23-7061,Nassau,Harrison Williams Woods,Preserve,Trail,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous",70,59,-73.5656702,40.9079343,"40.9079343, -73.8656702","40.90863, -73.56532",10:38 AM,10:50 AM,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-7062,Nassau,Harrison Williams Woods,Preserve,Interior,1,2023,Jun/15/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70,59,-73.56531,40.90889,"40.90889, -73.56531",40.90824. -73.56579,10:53 AM,11:06 AM,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-1020,Suffolk,Hedges Creek County Park,,Trail,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter",74.6,39.7,-72.9596934,40.761213,"40.7612130, -72.9596934","40.7604349, -72.9595888",2:10 PM,2:33 PM,SJL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,
23-1021,Suffolk,Hedges Creek County Park,,Trail,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter",74.6,39.7,-72.9595634,40.7604451,"40.7604451, -72.9595634","40.7596461, -72.9594987",2:41 PM,3:00 PM,SJL,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,
23-1022,Suffolk,Hedges Creek County Park,,Trail,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter",75.7,36.7,-72.9594286,40.759655,"40.7596550, -72.9594286","40.75888, -72.95931",3:03 PM,3:30 PM,SJL,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,67,
23-5015,Suffolk,Hedges Creek County Park,,Interior,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter",72.3,43,-72.9598,40.76127,"40.76127, -72.95980","40.7605629, -72.9598852",2:10 PM,2:38 PM,JM,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,31,
23-5016,Suffolk,Hedges Creek County Park,,Interior,1,2023,Jun/05/2023,"Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter",72.3,43,-72.95978,40.76048,"40.76048, -72.95978","40.75983, -72.95987",2:41 PM,3:00 PM,JM,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
