Transect No,Species,Stage,Sex (if adult)
25-0184,Haemaphysalis longicornis,Nymph,
25-0130,Dermacentor variabilis,Adult,Male
25-0130,Dermacentor variabilis,Adult,Female
25-0130,Dermacentor variabilis,Adult,Female
25-0130,Dermacentor variabilis,Adult,Female
25-1331,Ixodes scapularis,Nymph,
25-2461,Haemaphysalis longicornis,Nymph,
25-2461,Haemaphysalis longicornis,Nymph,
25-2461,Haemaphysalis longicornis,Nymph,
25-2461,Haemaphysalis longicornis,Nymph,
25-2461,Haemaphysalis longicornis,Nymph,
25-0234,Haemaphysalis longicornis,Nymph,
25-0234,Haemaphysalis longicornis,Nymph,
25-0234,Haemaphysalis longicornis,Nymph,
25-0234,Haemaphysalis longicornis,Nymph,
25-0234,Haemaphysalis longicornis,Nymph,
25-0234,Amblyomma americanum,Nymph,
25-0191,Amblyomma americanum,Nymph,
25-0191,Dermacentor variabilis,Adult,Male
25-0234,Amblyomma americanum,Nymph,
25-0234,Haemaphysalis longicornis,Adult,
25-0188,Ixodes scapularis,Nymph,
25-0188,Ixodes scapularis,Nymph,
25-2031,Ixodes scapularis,Adult,Female
25-2031,Ixodes scapularis,Nymph,
25-2031,Ixodes scapularis,Nymph,
25-2031,Ixodes scapularis,Nymph,
25-3011,Amblyomma americanum,Adult,Female
25-1298,Ixodes scapularis,Nymph,
25-1298,Ixodes scapularis,Nymph,
25-2412,Dermacentor variabilis,Adult,Male
25-2412,Dermacentor variabilis,Adult,Female
25-2464,Haemaphysalis longicornis,Nymph,
25-2464,Haemaphysalis longicornis,Nymph,
25-2413,Dermacentor variabilis,Adult,Female
25-2415,Ixodes scapularis,Nymph,
25-1297,Ixodes scapularis,Nymph,
25-2416,Amblyomma americanum,Nymph,
25-2416,Amblyomma americanum,Nymph,
25-2416,Amblyomma americanum,Nymph,
25-2416,Amblyomma americanum,Nymph,
25-2416,Amblyomma americanum,Nymph,
25-2401,Haemaphysalis longicornis,Adult,
25-0195,Ixodes scapularis,Nymph,
25-0195,Ixodes scapularis,Nymph,
25-0195,Ixodes scapularis,Nymph,
25-0195,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-0152,Haemaphysalis longicornis,Nymph,
25-1050,Ixodes scapularis,Nymph,
25-1050,Haemaphysalis longicornis,Adult,
25-1050,Haemaphysalis longicornis,Adult,
25-0151,Ixodes scapularis,Nymph,
25-0151,Haemaphysalis longicornis,Nymph,
25-0151,Haemaphysalis longicornis,Nymph,
25-0151,Dermacentor variabilis,Adult,Male
25-1300,Ixodes scapularis,Nymph,
25-2423,Ixodes scapularis,Nymph,
25-1303,Ixodes scapularis,Nymph,
25-1303,Ixodes scapularis,Nymph,
25-1303,Ixodes scapularis,Nymph,
25-1303,Dermacentor variabilis,Adult,
25-1330,Haemaphysalis longicornis,Nymph,
25-0238,Amblyomma americanum,Nymph,
25-0238,Amblyomma americanum,Nymph,
25-0238,Amblyomma americanum,Nymph,
25-0238,Amblyomma americanum,Nymph,
25-0238,Amblyomma americanum,Nymph,
25-0238,Haemaphysalis longicornis,Nymph,
25-1281,Ixodes scapularis,Nymph,
25-1281,Ixodes scapularis,Nymph,
25-1281,Amblyomma americanum,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Ixodes scapularis,Nymph,
25-0194,Amblyomma americanum,Nymph,
25-0194,Amblyomma americanum,Nymph,
25-0194,Amblyomma americanum,Nymph,
25-0219,Ixodes scapularis,Nymph,
25-0239,Ixodes scapularis,Nymph,
25-0239,Amblyomma americanum,Nymph,
25-0239,Amblyomma americanum,Nymph,
25-0239,Amblyomma americanum,Nymph,
25-0239,Amblyomma americanum,Nymph,
25-0239,Amblyomma americanum,Nymph,
25-0239,Haemaphysalis longicornis,Nymph,
25-2419,Haemaphysalis longicornis,Adult,Male
25-2421,Ixodes scapularis,Nymph,
25-2421,Ixodes scapularis,Nymph,
25-2421,Ixodes scapularis,Nymph,
25-2421,Ixodes scapularis,Nymph,
25-2421,Ixodes scapularis,Nymph,
25-2421,Ixodes scapularis,Nymph,
25-2421,Haemaphysalis longicornis,Nymph,
25-2421,Dermacentor variabilis,Adult,
25-3018,Ixodes scapularis,Adult,Female
25-2460,Ixodes scapularis,Nymph,
25-2460,Amblyomma americanum,Adult,
25-2460,Amblyomma americanum,Nymph,
25-2460,Amblyomma americanum,Nymph,
25-2460,Amblyomma americanum,Nymph,
25-2460,Amblyomma americanum,Nymph,
25-2460,Amblyomma americanum,Nymph,
25-2460,Haemaphysalis longicornis,Nymph,
25-2460,Haemaphysalis longicornis,Nymph,
25-0240,Amblyomma americanum,Nymph,
25-2422,Ixodes scapularis,Nymph,
25-2422,Ixodes scapularis,Nymph,
25-2462,Ixodes scapularis,Nymph,
25-2462,Ixodes scapularis,Nymph,
25-2462,Ixodes scapularis,Nymph,
25-2462,Haemaphysalis longicornis,Adult,
25-2462,Haemaphysalis longicornis,Adult,
25-2462,Haemaphysalis longicornis,Nymph,
25-2462,Haemaphysalis longicornis,Nymph,
25-2462,Haemaphysalis longicornis,Nymph,
25-2462,Amblyomma americanum,Nymph,
25-1290,Ixodes scapularis,Nymph,
25-0210,Ixodes scapularis,Nymph,
25-0210,Haemaphysalis longicornis,Nymph,
25-0210,Haemaphysalis longicornis,Nymph,
25-0210,Haemaphysalis longicornis,Nymph,
25-0190,Ixodes scapularis,Nymph,
25-0190,Ixodes scapularis,Nymph,
25-0190,Ixodes scapularis,Nymph,
25-0190,Ixodes scapularis,Nymph,
25-0190,Dermacentor variabilis,Adult,Female
25-2420,Haemaphysalis longicornis,Nymph,
25-2420,Haemaphysalis longicornis,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Amblyomma americanum,Nymph,
25-0461,Haemaphysalis longicornis,Nymph,
25-0461,Haemaphysalis longicornis,Nymph,
25-0461,Haemaphysalis longicornis,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Amblyomma americanum,Nymph,
25-0460,Haemaphysalis longicornis,Nymph,
25-AD008,Haemaphysalis longicornis,Nymph,
25-AD008,Haemaphysalis longicornis,Nymph,
25-2851,Haemaphysalis longicornis,Nymph,
25-2851,Haemaphysalis longicornis,Adult,
25-2850,Ixodes scapularis,Nymph,
25-2850,Ixodes scapularis,Nymph,
25-2969,Ixodes scapularis,Nymph,
25-2967,Ixodes scapularis,Nymph,
25-2967,Ixodes scapularis,Nymph,
25-2967,Ixodes scapularis,Nymph,
25-2966,Ixodes scapularis,Nymph,
25-2962,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Ixodes scapularis,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Amblyomma americanum,Nymph,
25-2934,Haemaphysalis longicornis,Nymph,
25-2934,Haemaphysalis longicornis,Nymph,
25-2935,Haemaphysalis longicornis,Nymph,
25-3035,Unknown,Larva,
25-AD018,Amblyomma americanum,Adult,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2504,Unknown,Larva,
25-2965,Dermacentor variabilis,Adult,Female
25-AD007,Ixodes scapularis,Nymph,
25-AD007,Haemaphysalis longicornis,Adult,
25-AD007,Unknown,Larva,
25-1755,Ixodes scapularis,Nymph,
25-1755,Haemaphysalis longicornis,Nymph,
25-0468,Haemaphysalis longicornis,Adult,
25-0468,Haemaphysalis longicornis,Adult,
25-0468,Haemaphysalis longicornis,Adult,
25-3030,Amblyomma americanum,Adult,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Amblyomma americanum,Nymph,
25-3030,Haemaphysalis longicornis,Nymph,
25-2952,Amblyomma americanum,Adult,
25-2033,Amblyomma americanum,Adult,
25-2033,Amblyomma americanum,Adult,
25-2033,Amblyomma americanum,Adult,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Amblyomma americanum,Nymph,
25-2033,Haemaphysalis longicornis,Nymph,
25-2033,Haemaphysalis longicornis,Nymph,
25-2033,Haemaphysalis longicornis,Nymph,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-0502,Unknown,Larva,
25-AD020,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0464,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-0463,Unknown,Larva,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Ixodes scapularis,Nymph,
25-1402,Amblyomma americanum,Adult,
25-1402,Unknown,Larva,
25-1402,Unknown,Larva,
25-1403,Amblyomma americanum,Adult,
25-1403,Amblyomma americanum,Adult,
25-1403,Amblyomma americanum,Adult,
25-2081,Ixodes scapularis,Nymph,
25-2081,Ixodes scapularis,Nymph,
25-2081,Ixodes scapularis,Nymph,
25-2081,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-2800,Ixodes scapularis,Nymph,
25-0287,Amblyomma americanum,Adult,
25-0287,Amblyomma americanum,Adult,
25-1701,Ixodes scapularis,Nymph,
25-1701,Ixodes scapularis,Nymph,
25-1701,Haemaphysalis longicornis,Nymph,
26-0307,Amblyomma americanum,Adult,
26-0307,Amblyomma americanum,Adult,
25-1401,Ixodes scapularis,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Amblyomma americanum,Nymph,
25-0281,Haemaphysalis longicornis,Nymph,
25-0281,Ixodes scapularis,Nymph,
25-2802,Haemaphysalis longicornis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2802,Ixodes scapularis,Nymph,
25-2807,Ixodes scapularis,Nymph,
25-2807,Ixodes scapularis,Nymph,
25-2807,Ixodes scapularis,Nymph,
25-2807,Haemaphysalis longicornis,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Amblyomma americanum,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Haemaphysalis longicornis,Nymph,
25-0270,Ixodes scapularis,Nymph,
25-0289,Haemaphysalis longicornis,Adult,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Ixodes scapularis,Nymph,
25-1400,Amblyomma americanum,Adult,
25-1400,Amblyomma americanum,Adult,
25-1400,Amblyomma americanum,Nymph,
