Site,Transect type,Date,Transect No.,Section,Habitat type,Temperature,Relative Humidity,GPS Start,GPS End,Start Time,End Time,Collector,Notes
Tiffany Creek,Edge,Jun/02/2025,25-1018,6,Maintained grass and unmaintained herbaceous,60.4,37.8,"40.8600509, -73.5177016","40.8600844, -73.5181954",11:48 AM,12:02 PM,Noah Edelman,Horseshoe-shaped transect
Tiffany Creek,Edge,Jun/02/2025,25-1018,7,Maintained grass and unmaintained herbaceous,60.4,37.8,"40.8600509, -73.5177016","40.8600844, -73.5181954",11:48 AM,12:02 PM,Noah Edelman,Horseshoe-shaped transect
Tiffany Creek,Edge,Jun/02/2025,25-1018,8,Maintained grass and unmaintained herbaceous,60.4,37.8,"40.8600509, -73.5177016","40.8600844, -73.5181954",11:48 AM,12:02 PM,Noah Edelman,Horseshoe-shaped transect
Tiffany Creek,Edge,Jun/02/2025,25-1018,9,Unmaintained herbaceous,60.4,37.8,"40.8600509, -73.5177016","40.8600844, -73.5181954",11:48 AM,12:02 PM,Noah Edelman,Horseshoe-shaped transect
Tiffany Creek,Edge,Jun/02/2025,25-1018,10,Unmaintained herbaceous,60.4,37.8,"40.8600509, -73.5177016","40.8600844, -73.5181954",11:48 AM,12:02 PM,Noah Edelman,Horseshoe-shaped transect
Tiffany Creek,Edge,Jun/02/2025,25-1019,1,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,N/A
Tiffany Creek,Edge,Jun/02/2025,25-1019,2,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,3,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,4,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,5,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,6,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,7,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,8,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,9,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Edge,Jun/02/2025,25-1019,10,Unmaintained herbaceous,67.2,40.3,"40.860130, -73.5178501","40.8598113, -73.5168865",12:05 PM,12:24 PM,Noah Edelman,
Tiffany Creek,Interior,Jun/02/2025,25-1020,1,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,2,Unmaintained herbaceous and leaf litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,3,Unmaintained herbaceous and leaf litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,4,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,5,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,6,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,7,Unmaintained herbaceous and leaf litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,8,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,9,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Interior,Jun/02/2025,25-1020,10,Leaf Litter,66.2,46,"40.8596300, -73.5172516","40.8597608, -73.5173840",12:37 PM,12:58 PM,Noah Edelman,Crossed trail between 6&7; found ixodes on trail (not during drag). [illustration of transect shape]
Tiffany Creek,Trail,Jun/02/2025,25-2010,1,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,2,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,3,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,4,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,5,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,6,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,7,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,8,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,9,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Trail,Jun/02/2025,25-2010,10,Leaf Litter,61.1,50.7,"40.8596759, -73.5168848","40.8593313, -73.5163132",11:53 AM,12:21 PM,Stephen Lewis,Spotted two deer
Tiffany Creek,Interior,Jun/02/2025,25-2011,1,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,N/A
Tiffany Creek,Interior,Jun/02/2025,25-2011,2,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,3,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,4,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,5,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,6,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,7,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,8,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,9,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Interior,Jun/02/2025,25-2011,10,Unmaintained herbaceous and leaf litter,62.3,51.1,"40.8593487, -73.5159189","40.8596447, -73.5167581",12:21 PM,12:50 PM,Stephen Lewis,
Tiffany Creek,Trail,Jun/02/2025,25-2012,1,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,2,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,3,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,4,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,5,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,6,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,7,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,8,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,9,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-2012,10,Unmaintained herbaceous and leaf litter,61.2,50.8,"40.8598534, -73.5177445","40.8595158, -73.5165841",12:55 PM,N/A,Stephen Lewis,Rob completed 6-10; Stephen 1-5
Tiffany Creek,Trail,Jun/02/2025,25-0017,1,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,N/A
Tiffany Creek,Trail,Jun/02/2025,25-0017,2,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,3,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,4,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,5,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,6,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,7,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,8,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,9,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Trail,Jun/02/2025,25-0017,10,Unmaintained herbaceous and leaf litter,68.2,43.1,"40.8591611, -73.5162035","40.8590379, -73.5153077",11:55 AM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,1,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,N/A
Tiffany Creek,Interior,Jun/02/2025,25-0018,2,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,3,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,4,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,5,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,6,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,7,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,8,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,9,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Tiffany Creek,Interior,Jun/02/2025,25-0018,10,Unmaintained herbaceous and leaf litter,67.2,40.9,"40.8589156, -73.5160507","40.8587218, -73.5153362",12:20 PM,N/A,Rob Gullery,
Muttontown,Trail,Jun/05/2025,25-0040,1,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,2,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,3,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,4,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,5,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,6,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,7,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,8,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,9,Maintained grass and unmaintained herb and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Trail,Jun/05/2025,25-0040,10,Unmaintained herbaceous and leaf litter,76.1,67.1,"40.8344019, -73.5324027","40.8352783, -73.5321838",8:00 AM,8:25 AM,Rob Gullery,Grassy Trail
Muttontown,Interior,Jun/05/2025,25-0041,1,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,2,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,3,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,4,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,5,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,6,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,7,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,8,Unmaintained herbaceous and leaf litter,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,9,N/A,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0041,10,N/A,77.9,62.3,N/A,"40.8315898, -73.5318653",8:30 AM,N/A,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,1,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,2,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,3,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,4,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,5,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,6,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,7,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,8,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,9,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Interior,Jun/05/2025,25-0042,10,Unmaintained herbaceous and leaf litter,76.1,71.3,"40.8365925, -73.5343527","40.8376105, -73.5343966",9:00 AM,9:20 AM,Rob Gullery,N/A
Muttontown,Edge,Jun/05/2025,25-1060,1,Maintained grass and unmaintained herbaceous,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,2,Maintained grass and unmaintained herbaceous,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,3,Maintained grass and unmaintained herbaceous,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,4,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,5,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,6,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,7,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,8,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
Muttontown,Edge,Jun/05/2025,25-1060,9,Maintained grass and unmaintained herb and leaf litter,69.1,81.5,"40.838009, -73.534233","40.838048, -73.534682",7:59 AM,8:20 AM,Noah Edelman,Crossed path on #7
